status,sex,orientation,body_type,diet,drinks,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
single,m,straight,athletic,anything,socially,graduated from college/university,hispanic / latin,72.0,-1,political / government,2012-06-27-09-14,"san francisco, california",doesn't have kids,likes dogs,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)","i pride myself on having fun no matter where i am or what i'm doing. i smile a lot and i have a tendency to laugh at inappropriate times. i love the law but hated law school. brunch is my favorite meal. i bleed blue and gold. maker's and ginger ale is my beverage of choice. every once in a while i still find myself amazed when i realize that i'm lucky enough to live in san francisco. i speak in superlatives and hyperbole constantly (see what i did there?). i know my age up there says i'm 28, but sometimes i could swear that i'm still 16 and i'm just playing pretend at this whole ""grownup/lawyer/responsible person"" business.",i'm a practicing attorney who is trying to find the balance between doing what i love and doing what will pay off the student loans.,finding answers. baking! storytelling. cheering for cal football. pop culture trivia. putting together sweet playlists. making you feel like you're hilarious (it doesn't take much to get me to laugh). other stuff too.  what i'm not really good at: figuring out what to do with okcupid,my laugh...i'm pretty loud.,"books: anything from really trashy chick lit to young adult fiction (hello, hunger games) to justice stevens' memoir.  movies: i'll watch anything except for horror films. my overactive imagination prevents me from sleeping well after seeing a scary movie trailer, let alone a whole movie.  shows: 30 rock, parks & rec, conan, jimmy fallon, mad men, once upon a time, the office  music: a mix of pop, country, rap, and random stuff sprinkled throughout. if i can dance to it, i'll probably like it.  food: i'll try anything twice (you never know, maybe that first time was a fluke).","soap. brunch. my kindle. peanut butter. music. tapatio.  (obviously i would be unable to exist without my family and friends, but i figure they're not ""things"" so i didn't list them)","planning my next trip to somewhere. whether it's a road trip to a place two hours away or a flight across the country, i get super excited about travelling and experiencing new things.",eating (see above) with friends.,i'm terrified of dating websites.,you're looking for someone to laugh with.
single,m,straight,skinny,strictly anything,socially,graduated from masters program,"hispanic / latin, other",71.0,20000,education / academia,2012-06-29-14-13,"san francisco, california",doesn't want kids,has dogs and has cats,agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (okay)","i could say alot of things here, and you still won't know who i am. who could i be? some static self-image scraped together to surround a frail psyche? what horrors must we house within ourselves to require such viciously tentative illusions? it seems such shades are more a service to ourselves than to others. insubstantial edifices secluding the statements: i am poor, i'm lost, i'm scared, i'm insignificant, i'm tired, i'm lonely, i'm human. perpetual reflections reexaminations of this thing called life have left me thoroughly disenchanted with myself, and, just to give you a heads up: you. do you think you're special, that you're going to make the world dance to your offbeat...whatever? errrtt! guess again, snowflake! sure, i get it, everyone wants to be made to feel special, and that's what we're all here for, right? and yeah, i got my own things going on that make me get up in the morning, but i work equally hard to keep my delusions in scope as in focus.  whatever you care about, or think you care about, doesn't really matter. whatever i care about, doesn't really matter. sorry. i know you don't care about half of that shit i do, and shouldn't, unless you already do. i won't like something just because you do, but that doesn't mean i am so committed to a concept i can't change my mind. i can be quite polite, but begrudgingly suffer through the majority of humanity. i would say that 99% of the population are caught up in the more trivial aspects of existence (when is ____coming out?, what does____think/say?, want to get _____?). 1% are significantly less so, and as such, have the privilege of at least being my friend. the remaining negligible infinitesimal of a percent is purely theoretical, as i have yet to find even one person who is really on my level. believe me, i've really tried over the years, and it's pretty much been trying to fit a square peg into a 5 dimensional polytope. not that i'm all that or anything, but i'm not out to waste my time, or yours.","trying not to die. so far the project has been a smashing success with only a few minor setbacks (ironically, mostly due to being alive). in the meantime, i'm an archaeologist turned teacher. i write and sing heartfelt songs about your mother sucking dick and your dad jacking off, and how you shouldn't judge because that's the kind of stuff you do yourself. i just finished my thesis, and am writing a ballot initiative to amend prop 13. i suffer fools poorly (and unfortunately, often) and find that my most engaging conversations are with animals. i brew wine and self-medicate, but find myself quite responsible given my lifestyle.","being a sarcastic asshole in a jovially cheeky manner. also adept at employing scatological humor. other than that, too many things to be really good at any of them. i enjoy writing, singing, and writing music. i am really good at making animal noises, as well as perfectly emulating someone's voice and demeanor. this skill may take some time to adapt to new acquaintances, but it always is an inexhaustible well of comedy once i perfect someone's particular cadence.",there literally is no one else like me,"the book of five rings, the popol vuh, the hitchhikers guide to the galaxy, at the mountains of madness, don quixote, the art of war, david's toolkit, the dao.  brief interviews with hideous men, being there, the coconut revolution, the passion of darkly noon, mystery train.  trailer park boys, breaking bad, it's always sunny, upright citizens brigade, alfred hitchcock presents.  blues (skip james, mississippi john hurt, robert johnson) metal (tool, metallica, ac/dc), rock (queen, neil young, pink floyd, primus) and rap (tupac, eazy-e, dell)  i will strictly eat anything",earth-without which there is no foundation water-without which there is no life fire-without which there is no spirit air-without which there is no movement void-without which nothing can exist my catdog-without which i would have already gone far more insane than i already am.,everything...all at once...and then sometimes nothing at all.,alive,you can't find dirt on someone with no secrets.,"many people have exclaimed that they have never met anyone else like me. i suspect such an individual does not exist; i await to be proven erroneous.  if you think you are hot enough for me, and think i'm hot enough for you, then chances are that you are, and i am, so go ahead. i must say that my only real particularity in aesthetics is clear skin."
single,m,straight,athletic,mostly anything,socially,graduated from masters program,hispanic / latin,67.0,-1,banking / financial / real estate,2012-06-25-22-11,"san francisco, california",doesn't have kids,likes dogs and likes cats,other,aquarius,trying to quit,"english, italian, french, spanish, russian","okay, so i know you checked out my pictures and you're back for more. great. i'm going to take the dog for a walk while you find out a little more about me here. enjoy, and shoot me a message or wink or whatever when you're done so we can get to know each other. want to laugh out loud? come, meet me. my jokes will set you rolling on the floor. my eyes and my legs make me stand out. what follows in the list is my smile that can set everything, even your mood.",i own my company work on exports/imports from brandy's around the globe.,"soccer, jokes, having fun and dancing","my eyes, my smile, my shape.","eat pray and love by elizabeth gilbert, fifty shades of grey by e.l. james, da vinci code by dan brown, art of war by sun tzu, bossypants by tina fey, new york to dallas by j.d. robb.  as far as movies: la vita e belle by roberto benigni, avatar, titanic , the dark knight, star wars: episode iv - a new hope, shrek 2 , e.t.: the extra-terrestrial, star wars: episode i - the phantom menace, pirates of the caribbean: dead man's chest, the matrix reloaded, etc, etc  as far as shows: i like friends, the three stooges, the real world, american idol, the office, gilmore girls, m*a*s*h, the sopranos, sex and the city, seinfeld, saturday night live, etc , etc  as far a music: turn me on by david guetta featuring nicki minaj, we are young by featuring janelle monae, paint it, black by rolling stones, heart-shaped box by nirvana, promise by usher ft romeo, pitbull, neyo, beyonce, adele, etc, etc  as far as food: turkey & dressing, texas bbq beef brisket, southern fried chicken, shrimp cocktail, mac & cheese, chocolate chip cookies, chimichanga , steamed maine lobster, bowl of chili, chicken pot pie...around my favorites but i also eat food with low calories too of course i love salads and fruits.","my friends, my family, my iphone, my music, play soccer, having fun.",i spend a lot of time focusing on my career (both in and out of the office) and i generally enjoy what i do. i am very ambitious and am always thinking about the next step. also looking forward to meet someone fun in the way.,i usually hang out with bunch of friends.,i'm addicted to exercise.,only message me if you meet the above criteria
single,m,straight,athletic,anything,socially,graduated from college/university,"asian, black, other",66.0,-1,artistic / musical / writer,2012-06-27-21-26,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism,aquarius,no,english,"hey how's it going? currently vague on the profile i know, more to come soon. looking to meet new folks outside of my circle of friends. i'm pretty responsive on the reply tip, feel free to drop a line. cheers.",work work work work + play,creating imagery to look at: http://bagsbrown.blogspot.com/ http://stayruly.blogspot.com/,i smile a lot and my inquisitive nature,"music: bands, rappers, musicians at the moment: thee oh sees. forever: wu-tang books: artbooks for days audiobooks: my collection, thick (thanks audible) shows: live ones food: with stellar friends whenever movies > tv podcast: radiolab, this american life, the moth, joe rogan, the champs","family, friends, the outdoors, food, movies and sports","my next adventure, trip and what the future may hold","out and about... trying to make the most of my weekends by starting as early as i can. which includes hanging out with friends, exploring new places, re-visiting favorite places, and enjoying life.",i wash my hands before i pee and afterwards of course.,you are digging me
single,m,straight,average,mostly anything,very often,graduated from college/university,,68.0,-1,medicine / health,2012-06-30-20-27,"oakland, california",,has cats,atheism and laughing about it,cancer,yes,english (okay),"creative destruction (self and world), exploring contradictions, destroying borders, burning bridges.",treading waters of malaise and ennui while attempting to construct a poetry of living. upping the punx. debating whether i would rather give in to the allure of academia or burn down the ivory tower.,sleeping in,"wine stained lips, thinly veiled boredom, probably a food stain on my clothing","invisible cities by italo calvino, in watermelon sugar by richard brautigan, a night of serious drinking by rene daumal, poetic prose, speculative poetry. war in the age of intelligent machines by manuel de landa, the perfect crime by jean baudrillard, anything by mike davis, virtual theory, future topographies. radical novels by brilliant feminists like ursula leguin and margaret atwood.  i like punk and that grey area where post-punk, new wave and goth all wrestled naked together in a thick cloud of hairspray and angst to create music dark and militantly melancholy but totally danceable.",endless everything forever x 6,"the intersection of psychedelic drugs, quantum physics, and critical theory. poetry. shitsystems.",living typically,mugwort in your pillows will give you transcendent dreams,you are looking for comrades in disassembling consensus reality
single,m,bisexual,a little extra,mostly vegetarian,socially,graduated from ph.d program,"black, other",79.0,-1,student,2012-06-28-23-17,"oakland, california",doesn't want kids,likes dogs,atheism and laughing about it,pisces,no,"english (fluently), french (okay), spanish (poorly), german (poorly), icelandic (fluently)","i'm not a marxist, i just struggle a lot. lol just kidding i'm totally a marxist. also: pisces sun, libra rising, aries moon. ce que je veux est ce dont j'ai besoin.  last summer i completed and submitted to an academic institution a long-ass document, the researching and writing of which devoured the better part of my twenties and flung me headlong into a quantity of debt so ridiculous that my sole strategy for imagining it without shutting down is to launch myself into a flurry of giggles. now, though, i get to call myself a doctor in spite of the fact that i don't even know cpr. whatyouknowaboutdat??  i've recently capitulated enough to allow myself two uses of what numbers among my most despised, but also most unavoidable, words""hella""per month. that just counted as one.  ...i have a complicated relationship with my gender and sexuality that i don't plan to articulate as a complaint about the restrictiveness of okcupid categories. for me, having more categories at hand would solve little to nothing. nor would it enable me more accurately to describe my relationship to my body, much less my desires for the bodies of others. that said, i definitely understand why richer, more nuanced, and inclusive language is important for other folks' self-articulation and, above all, safety. so please don't read that as a dismissal.","recently? seeing as much of the west coast and southwest us as i can on a meager research budget. the last three months have found me in seattle, bellingham, tacoma, eugene, portland, san diego, los angeles, tucson, davis, hanover (nh), boston, providence, and santa barbara. i've also taken to long morning bike rides that bring me into intimate proximity with parts of the east bay that i've only seen from a car window. that said, if you call me a nature person i cut you. is this what living in the bay area does to us slightly hard-nosed east coasters?   not responding to the disturbingly dependable onslaught of instant messages that open by asking me how big my dick is. i mean, i like racial fetishism as much as the nextwait. no.   making myself a commodity for your consumption. how? well, by flattening my personhood into a set of easily digestible categories that await the grace of your discerning eye. obviously.   pretending that i'm still not a blogger. and failing.   spinning records for the queers. wanna hear a mix?   writing to connect, to learn to live better. living out my dreams sandwiched uncomfortably between stacks of ungraded papers, unread books, and notebooks stuffed fat with half-baked ideas. i'm a pisces, after all.   playing dress-up, though not nearly as much as my photos might suggest.   confronting my own foreignness to the bay area: in spite of the fact that i've lived here as long as or longer than i've lived anywhere else in the last twenty or so years, i've never felt at home here. (boo-hoo, indeed.) and while, being a radical myself, i no doubt dig the veneer of political radicalism that is the norm in a lot of spots around here, i'm kinda at the point where every time i hear empty-but-yearning, romanticized references to ""the community,"" i have to fight off the impulse to jab something into my eyes to prevent myself from impolitely rolling them.   laughing, a lot. my friends say my laugh is comforting.","i'm like the dennis eckersley of shade (sans handlebar 'stache. and, clearly, my skin more chocolatey). but for real. put me in, coach. i can hurl that shit.   insensitive racial humor. sensitive racial humor. senseless racial humor. insentient racial humor. sensible racial humor. that tingling racial sensation. just joking.   balancing the inconsolable pessimism of the cranky with an insistently sunny, even nave, optimism.   insisting that ""the patriarchy"" should never appear in writing without the definitive article.   arriving at the dancerie with hateration and holleration in tow.",is that they have to look up to see my face. i smile a lot to compensate for the whole being-way-too-fucking-tall thing.,"books: valerie solanas - the scum manifesto; spivak - a critique of postcolonial reason; spillers - black, white, and in color; mudimbe - the invention of africa; jamaica kincaid - autobiography of my mother; audre lorde - sister outsider. moraga - loving in the war years. coetzee - disgrace. in addition, i've had a soft spot for babysitters club books for quite some time, especially the first two super specials.  movies: wet hot american summer; paid in full; the spook that sat by the door, smoke signals. i strongly prefer serial television to film, but the list of shows i watch is embarrassing for its length if not its contents, so i'll spare you (and thereby, myself).  music: when folks ask me what my favorite song is, i usually end up deciding between ""connection"" and ""car song"" by elastica. pretty much everything i like either 1) came out fifteen or more years ago, or 2) is crafted intentionally to solicit the shaking, perhaps even quaking, of asses. a random list: calle 13(!!) pj harvey, robyn, me'shell n'degeocello, ani difranco, aesop rock, company flow/el-p, the rapture, the smiths, the cure, handsome boy modeling school, syl johnson, o.v. wright, lyn collins, das racist, kelis, the national, etc. generically: everything from ""caught a lite sneeze"" [t.a.] to ""caught a long wind"" [feist]. you know.  food: i'm a vegetarian who's partial to the kind of peppers that require you to wash your hands twice after cutting, lest you end up with red and burning eyes. i also really like dragon rolls and am easily captivated by any sushi that has avocado on the outside and eel sauce. but um, real talk?: fuck like everything having to do with mayonnaise.","this is the section where one is supposed to name sex so that the horny trollops among us (present company included) can be sufficiently persuaded to hit me up, right?  addendum: jameson. neat, if coupled with a beer back; rocks if alone.","feminisms. kink. power. play. powerplay. surviving academia. [please. like you didn't already know.] how to meow pop songs.  the limits of prefigurative politics, and how that plays out in places where everyone has the privilege of assuming that most of the other people they meet is some shade of leftist.  the conversations that we avoid having.","with any luck, either spinning the records that you're dancing to or dancing with you and our friends to the wonderful music that someone else is spinning.",i hate to bug you in the middle of dinner.,"one, or hopefully more than one, of the following apply.  ...you're a queer who has developed a slight allergy to statements that begin, ""as a queer..."" or ""we queers...""  ...your politics do not simply lean but are firmly grounded on the left.  ...you have no, zero, really, absolutely no semblance of an expectation that i, or your access to my body, serve as proof of your radical political orientation, or of the depths of your political authenticity. white folks, especially, this means you need already to have worked on and currently to be working on your shit. i'm not saying this to be punitive or policing. but, y'know, i'm tryna get ready for liberation. best believe i'm working on my shit, too.  ...you're interested in slightly giggly, slightly shy, but confident, enthusiastic, and fierce femme-ish boys.  ...you're looking for a partner to accompany you on the occasional night that combines drinking to silliness with dancing to sweatiness.  ...your fancy's tickled. try me."
single,m,straight,average,strictly anything,often,graduated from masters program,asian,76.0,-1,computer / hardware / software,2012-06-29-22-56,"menlo park, california",doesn't have kids,likes cats,agnosticism,gemini but it doesn&rsquo;t matter,no,"english (fluently), dutch (fluently), lisp (fluently), spanish (okay), german (okay)","i am new to the san francisco bay area and looking for new friends and people who would like to introduce me to their favorite places.  -inglorion- is...  - yet another friendly guy stuck in front of a computer  - ... and liking it!  seriously, i am a computer programmer (both profesionally and as a hobby), so naturally i spend quite some time at my computer. but there are so many fun things in life that this page couldn't possibly contain them all. just to name a few, i like sailing, speaking foreign languages, cycling, taking walks, parties, and hugs.  i also spend some effort trying to make the world a better place, caring for the environment, conserving energy, thinking about politics and animal rights (including human rights), and, by writing open source software that anybody is invited to use, share, and improve. more about that on my website: http://inglorion.net/  i'm always looking forward to making new friends and having fun together. if you're up for that, too, don't hesitate to send me a message!  i am humorous, considerate, and sometimes passionate  (note: i've started over answering the match questions. this will take a while.)","i write software for fun and profit. i complain about what's wrong with the world, and think about making things better.","i like to think am good at communicating, making friends, understanding people, making people feel appreciated, making them smile when they are feeling down, sharing my happiness, and physical displays of affection and love.  it hasn't always been this way, but i've worked to develop these skills, and i think it's paid off.","i wear funny t-shirts (they have funny and/or insightful quotes and/or images on them). that's what people used to notice, but i haven't heard that in a while. nowadays, people mostly notice i have a beard. maybe i should shave it so people will look at the rest of me again?  as an aside, i think this question is best written by other people. so if you have any suggestions for what this part _should_ say, please do not hesitate to tell me.","books: almost anything fantasy: the lord of the rings (tolkien); the wheel of time (sadly, robert jordan passed away before completing it), the death gate cycle (weis & hickman); memory, sorrow and thorn (tad williams); riftwar legacy (raymond e. feist), ... also the da vinci code (dan brown).   movies: avatar, dark city, the game, inception, monty python and the quest for the holy grail, memento, pay it forward, ghost in the shell, and inside man. i also like cartoons; watching them and being enchanted by them feels like being a child all over again. mostly, i like to watch movies together with other people, so if there is a movie you are really excited about, send me a message and maybe we can go see it together.   music: i like various music styles, although i have a low tolerance for the likes of rap and hip hop. i usually listen to: classical music (mozart, beethoven, charpentier); symphonic rock (or maybe goth rock) (nightwish, within temptation, evanescense); punk (satanic surfers, bad religion, hladno pivo); folk music (the dubliners, saban bajramovic); dance (milk inc), techno (basshunter) and some mixed or harder to classify styles (zdob si zdub, haggard, dropkick murphys). i also like the - funny yet insightful - songs by tom lehrer. and man should certainly be in this list!   food: i like most of the food i've tasted in my life. i also like to cook, sometimes, especially for someone special. i love asian (especially thai and chinese) food. i don't like liver, mamaliga, yoghurt, and probably a couple of other things.","happiness, fun, friends, hugs, fresh air, and the internet  i've lived extensive periods without these (sometimes lacking all of them at the same time), so, obviously, i _can_ do without them, but these things are so central to my life that missing one makes me feel incomplete.","life, the universe, and everything. me, my friends, and everyone else. programming, politics, and philosophy. the past, the present, and the future. i think (and fret) a lot. :-)  i care (and thus think) about fairness, the environment, animal rights, and programming languages.  my dream is to one day create a programming language that is suitable for interactive use and for writing large projects, and which is safer (in terms of mistakes one can make) and more flexible (or powerful) than languages in common use today. i have it all but figured out.","doing the same thing i do every night. in my case, that's not taking over the world, but trying to make my world a better place, which will hopefully improve it for other people as well. for example, i maintain a website (http://inglorion.net/) with essays about things i feel people should know, and links to pages that i feel deserve more attention.","hmm, so you want to know my little secret, ey? well, i believe that, especially in relationships, the problem is often too _little_ openness, so i am more into telling as much as possible as accurately as possible, and sooner rather than later. there are really only 2 reasons i keep secrets:  1. because they involve other people. unless i know they are ok with it, i try not to bandy about things that they would rather keep private.  2. because i want to keep it for later. for example, i am not going to tell you what is in your present until you've opened it.  as for all the weird and wonderful things i haven't told you yet...if you are interested, send me a message and start discovering! :-d","you should message me if...well, if you feel like it, really. there is no reason not to, really, unless you're really not interested in me at all. i love to get messages from people. :-d  some reasons you might want to message me (in no particular order):  - you live near me and would like to meet up. i like making new friends!  - i checked out your profile, but didn't write you a message. this probably means i intended to write to you, but lacked the time or was too tired. working full-time makes me that way. :-(  - you found something on my profile that you would like to talk about. for example, an interest we have in common, or something you agree or disagree with.  - you thought of a reason that you think should be listed here, but isn't."
single,m,bisexual,fit,strictly anything,very often,graduated from med school,black,78.0,1000000,medicine / health,2012-06-06-09-07,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,other,virgo,sometimes,english (fluently),im just a small town girl living in a lonely world,i'm taking the midnight train going anywhere,sex ;-) in high school i was called the sex machine!!,my cack,hidden bikini patrol. good cop naughty cop spank adams girls gone wild guys gone wild,"sex love money drinks books balls, lots and lots of them.",what we could be doing. ;-),fulfilling my fantasies by myself.,i was the girl next door you used to fantasize about.,you can handle me
single,m,straight,athletic,mostly anything,socially,graduated from masters program,other,74.0,100000,science / tech / engineering,2012-01-23-18-46,"palo alto, california",doesn't have kids,likes dogs and has cats,atheism but not too serious about it,gemini,when drinking,"english (fluently), french (fluently), arabic (fluently)","i like to keep short and to the point. i'm a friendly person who likes to have fun doing whatever eat in and out, travel, sport, outdoor activities etc..., i like people who are genuinely nice because that brings out the best in me. i think i have a good sense of humor, sometimes maybe i'm a little quiet but i don't consider myself shy.",online marketing,"details, making the best of any situation","i think it's that i stand out.  so i should probably not try to be a spy...  also, i have an inordinate amount of things to say about...  well...  everything.","there's no way i can remember all these things... *sigh.*  perhaps i can key your search terms.  i like haruki murakami (the wind up bird chronicle), italo calvino (if on a winters night a traveler), alice munroe (the view from castle rock), donna haraway (numerous too long titles), howard bloom (the lucifer principle) and peter s beagle (the last unicorn).  rushmore, city of god, grave of the fireflys, the city of lost children, the princess bride.  radiohead, old aphex twin, the fleet foxes, devotchka, jonathan coulton, yann tiersen, sigur ros, neutral milk hotel, the soundtracks from wes anderson movies (i know, i know...)  vietnamese spring rolls, thom kha, nutmeg walnut ravioliin a cream sauce...","food, family, love, friends, money, sex",being a better person,out with friends,nothing here,you wanna make anew friend
single,f,straight,curvy,mostly anything,socially,graduated from law school,indian,61.0,50000,law / legal services,2012-06-29-08-00,"oakland, california","doesn't have kids, but might want them",has dogs,hinduism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), hindi (okay), spanish (poorly), french (poorly), sanskrit (poorly)","i'm an easy-going person with a genuine appreciation for life and the people i encounter in it. i enjoy social frolic and solitary reflection alike, and i can find humor in almost every situation.  i'm a bay area native, and i have massive pride in this place for its awesome food, weather, diversity, and politics.","writing, performing/composing music, watching nbc comedies and random films on netflix, eating hella much, reading, trying to stay fit, and spending quality time with my friends and fam.  and working for money too, on a freelance basis.","whistling, writing, doing three-point turns, creating & decoding acronyms, and coming up with motivational games.","well, that depends more on you than on me. what say?","books - some recently appreciated ones are: is everyone hanging out without me? (and other concerns) by mindy kaling, the hunger games by suzanne collins (only read the first one so far), immortality by milan kundera, and tuff by paul beatty. i also like anything by david sedaris and oscar wilde.  movies - bill & ted's excellent adventure, kuch kuch hota hai, big man japan, and most fluffy rom-com type things, even though their weak sauce female characters and gender politics in general piss me off. other recent things i've seen and enjoyed on netflix: viva cuba, tie me up! tie me down!, and today's special  shows - the office, parks & rec, modern family, how i met your mother, gossip girl, anthony bourdain's no reservations  music - bollywood, pop, hip hop, indian classical  food - god, i fucking love food: pizza, ethiopian, thai, indian, burgers, pasta, fondue, french-vietnamese fusion, or whatever. i understand the socio-political significance of organic and locally sourced food, but i am not a food snob, and i can totally rock chain restaurants too.","water, dairy products, a sense of community, a creative outlet, clothing (not for modesty, but to keep my body at the appropriate temperature), and a daily shower.",ways to amuse myself and others.,"getting a fabulous dinner, chilling at a mellow lounge/bar, watching a play or movie, and/or kickin' it indoors with good friends, good eats, and good music.",ask and i'll tell you pretty much anything.,- you are looking for a long-term relationship with the right person. - you invest more energy into nourishing what you have than clamoring for what you don't have. - you like to eat and drink. - you are responsible toward yourself and others. - you want to meet in person before (or instead of) adding each other on chat/facebook. - you know how to treat a woman once you have met her.
single,m,straight,athletic,mostly anything,often,graduated from college/university,other,72.0,70000,other,2012-06-29-10-07,"hayward, california","doesn't have kids, but might want them",,agnosticism and very serious about it,aries but it doesn&rsquo;t matter,when drinking,english,"i've learned that leaving messages is mostly a waste of time, so the ""look me up"" quote gets things expedited, and thanks for reviewing my profile...  i'm a pretty busy guy. i'm into surfing mainly right now (most of my leisure time is spent at the beach). i don't feel like i'm in a position to call myself mr. right at this time so i'm definitely not into meeting mrs. right... for now... although i'm open to being impressed.  being frank: i'd say i'm interested in a lovers with benefits scenario.  that is: we can be lovers mostly, and here and there we can do some of the spouse kinda stuff, like go on a trip, or dinner, or throw one of your kinky friends in the mix (ha ha ha!, i'm just sayin')  does this exist? guess this is what the internet is for, a venue for me to not be shunned by stating my utopic vision (whoa, sorry, i'm a little stoned right now).  okay---- qualities ""kinda"" required  you have your own mode of transportation you can pay your way sometimes (ya can't be broke) please have your own life going for you can be okay with a little time passing between us, then getting back to it and can have healthy adult conversation (i'm a pretty versed guy)  things you could be invited to do with me if you are a chill woman: spend lots of time at beaches, the gas is on me cause i gotta go anyway play, or learn to play good poker (at a cheap price) eat and drink well orgasm (my appetite for sex is very healthy) play with, or listen in on jam sessions when held (me - percussion and vocals) it looks like we'll have plenty of plums this summer great conversation (i'm an npr listener) road trips, camping (i have a camper), motorcycle rides (access to bike and licensed), surfing (i'm an instructor) and most of all, you'll meet my great friends and aquantances (who knows ladies, maybe you'll ditch me for someone you meet through me and it's the best thing that ever happened to you and life goes on like it does anyway)  still reading this? message me back then, i've got lots to say... in person... not via this medium... avoid me if you're risk averse, we wouldn't get along anyway. i'm into real physical contact and affection, god gave us these parts to use baby! there... that should sound douchy enough for all you women that say you don't like douchy guys and then go right for 'em. ha ha ha! hypocrites!","i work evenings at a couple of restaurants, and teach surfing here and there. i've often got something brewing, always keeping the experiences fresh...","most things actually, i'm an accelerated learner, athletically talented, can dance, have a culinary degree, teach surfing, am an attentive lover, and socially poised. pretty all-around...",he owns the room,"on the road - kerouac; fight club, v for vendetta. led zeppelin.","food, shelter, water, family, friends and surf!  p.s. now that i write and read this i'd like to include companionship somewhere... ""friends?"" maybe, but... there are more than six things...",life... 'n stuff... you know,"working 'til bout midnight, then up!","i smoke pot!!! so please avoid me if that's a disqualifyer. if you do-oooo, we should burn.  by the way, i'm strait, in the next section the ""looking for"" part that says ""everything"" allows me to review more profiles. thanks.","you haven't yet! :^)~  thanks for making it all the way, your a click away! lol"
single,m,straight,athletic,strictly anything,often,graduated from college/university,asian,71.0,40000,law / legal services,2012-06-27-14-37,"san leandro, california",doesn't have kids,has dogs,atheism and laughing about it,scorpio and it&rsquo;s fun to think about,no,english,"time is a commodity and i use it wisely.  my job gives me the opportunity to do things that i love to do (eat, gym/cardio/yoga, travel, dj, dance, movie) and i am thankful for that.  i have an innate curiosity about cultures, food, and pop culture.  i am unique and different, just like everyone else.","taking care of myself. furthering my legal career. maintain a physical, emotional and mental balance. consistently doing yoga, cardio, and weight training. mixing music for myself and friends. trying to restrain my shoe fetish. eating healthy during the week and gorging on the weekends. continue my international travels to gain perspective (need to go: thailand, india, europe). save to buy a home.",posting funny/interesting links on fb. taking friends on food tours of little saigon. getting down when it's time to get down. talking about things i am passionate about. small talk ... and big talk.,"height, pale skin, bushy eyebrows, sneakers.","read: blogs, wikipedia, imdb, rotten tomatoes, digg.com, malcolm gladwell, wired, 9gag, digg, google news.  movies: anything by spielberg, del toro, rodriguez, tarantino, kubrick, cameron, documentaries, highly rated movies by roger ebert (i respect his taste), superhero movies, huge tentpole blockbuster movies.  shows: wire, breaking bad, mad men, futurama, family guy, the office, 30 rock, parks and recreation, boardwalk empire, dexter, lost, star trek: the next generation, conan o'brien, dc comics cartoons. if the tv show is critically acclaimed enough, i will give it a spin. game of thrones!  music: top40, hip hop (especially 90's hip hop), 80's, trance. in particular: kanye west, dr. dre, tupac, depeche mode, police, la roux, lady gaga, kid cudi, atb, tiesto. stuff like that. the radio does a good job of brain washing me. plus i like to dance to familiar music.  podcasts: adam carolla podcast, espn bill simmons podcast, espn pardon the interruption, 60 minutes, this american life, radiolab (my fave), stuff you should know, spiderman and the henchman (sports podcast), fresh air, planet money, freakanomics.  food: i really enjoy good food. when i vacay i plan my sched around the eat spots i want to go try. i really enjoy the asian and mexican food of so cal. here are some of my fave cuisines in la: vietnamese (garden grove), mexican (downtown la), burgers (all over la), korean (k-town), chinese (sgv), peruvian (hawthorne), ramen (little tokyo), [ethiopian] (little ethiopia), indian (little india), jewish deli (langers), thai (thai town). always searching for the best ____.","internet, macbook, ipod, iphone 4s, perspective, sense of humor.",the future and the past. how i am going to get the time to do the things i love to do. trying to figure out myself and the people around me because i like to be self reflective and self aware.,if lazy --> unwind at home and spend time w/ fam + dog + niece. if social --> bar/dinner with friends. if ambitious --> hip hoppin'.,i'm thinking of my next question while ur still answering the previous one.  i am really against stereotypes and color lines. it just so happens that i majored in math and terrify my friends when i drive.,"u want to dance, yoga, run, movie, have a 15 minute conversation about sneakers, talk about where you traveled in asia, teach me how to dj (use serrato) or chat on im to see if we click. if u r brave."
